Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Colorectal Cancer,abdominal_pain,iron_deficiency_anemia,blood_in_stool,chest_tightness,changes_in_bowel_habits,weight_loss,,,,,,,,,,,
Colorectal Cancer,runny_nose,blurred_vision,bloating,swelling_in_legs,heart_palpitations,fatigue,changes_in_bowel_habits,iron_deficiency_anemia,chest_tightness,burning_urination,,,,,,,
Colorectal Cancer,difficulty_speaking,persistent_cough,pimples,dysphagia,abdominal_pain,blood_in_stool,early_satiety,nipple_discharge,weight_loss,iron_deficiency_anemia,urinary_difficulty,memory_loss,itching,,,,
Colorectal Cancer,blood_in_stool,iron_deficiency_anemia,weight_loss,abdominal_pain,,,,,,,,,,,,,
Colorectal Cancer,creaking_joints,palpitations,abdominal_pain,changes_in_bowel_habits,iron_deficiency_anemia,fatigue,sore_throat,coughing_blood,difficulty_speaking,blood_in_stool,weight_loss,scaling,seizures,memory_loss,dry_skin,,
Colorectal Cancer,dark_urine,disorientation,changes_in_bowel_habits,chest_tightness,photophobia,shortness_of_breath,blood_in_stool,chills,weight_loss,diarrhea,seizures,,,,,,
Colorectal Cancer,changes_in_urination,iron_deficiency_anemia,blood_in_stool,nipple_inversion,weight_loss,,,,,,,,,,,,
Colorectal Cancer,pelvic_pain,visual_aura,blood_in_stool,heartburn,swollen_lymph_nodes,balance_loss,confusion,nasal_congestion,changes_in_bowel_habits,hives,vomiting,chills,,,,,
Colorectal Cancer,polyuria,breast_pain,polydipsia,blood_in_stool,early_satiety,scarring,bloating_after_meals,frequent_urination,yellow_skin,itchy_eyes,diarrhea,changes_in_bowel_habits,weight_loss,fatigue,weight_gain,dry_skin,
Colorectal Cancer,dehydration,abdominal_pain,nasal_congestion,early_satiety,dry_skin,bleeding,vomiting,mood_swings,difficulty_speaking,palpitations,creaking_joints,blurred_vision,constipation,vesicles,abdominal_cramps,phonophobia,scarring
Colorectal Cancer,abdominal_pain,weight_loss,fatigue,changes_in_bowel_habits,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,urinary_difficulty,early_satiety,erectile_dysfunction,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,weight_loss,blood_in_stool,fatigue,iron_deficiency_anemia,,,,,,,,,,,,,
Colorectal Cancer,frequent_urination,fatigue,creaking_joints,abdominal_pain,joint_pain,hives,weight_loss,nausea,mood_swings,skin_dimpling,changes_in_bowel_habits,anal_pain,,,,,
Colorectal Cancer,yellow_skin,changes_in_bowel_habits,blood_in_stool,weight_loss,abdominal_pain,cough,iron_deficiency_anemia,,,,,,,,,,
Colorectal Cancer,blood_in_stool,dehydration,cloudy_urine,breast_pain,weight_loss,bloating,breathlessness,changes_in_bowel_habits,indigestion,chest_tightness,fatigue,visible_veins,,,,,
Colorectal Cancer,reduced_mobility,blood_in_stool,breast_lump,muscle_pain,cough,breast_pain,early_satiety,weight_loss,cloudy_urine,visible_veins,changes_in_bowel_habits,night_sweats,itching,,,,
Colorectal Cancer,blood_in_stool,bloating_after_meals,skin_rash,persistent_cough,hives,memory_loss,sweating,palpitations,iron_deficiency_anemia,blurred_vision,loss_of_appetite,weight_loss,muscle_pain,yellow_skin,changes_in_bowel_habits,bloating,
Colorectal Cancer,chronic_cough,blood_in_stool,weight_loss,iron_deficiency_anemia,changes_in_bowel_habits,vomiting_blood,,,,,,,,,,,
Colorectal Cancer,fatigue,blood_in_stool,changes_in_bowel_habits,,,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,blisters,nausea,seizures,hunger,joint_pain,sore_throat,blood_in_stool,arm_pain,heart_palpitations,blackheads,erectile_dysfunction,nipple_inversion,dysphagia,dehydration,reduced_mobility,memory_loss
Colorectal Cancer,abdominal_pain,blood_in_stool,fatigue,weight_loss,changes_in_bowel_habits,iron_deficiency_anemia,,,,,,,,,,,
Colorectal Cancer,neck_pain,indigestion,difficulty_speaking,fatigue,blood_in_stool,nipple_discharge,abdominal_pain,polyuria,iron_deficiency_anemia,creaking_joints,changes_in_bowel_habits,burning_urination,,,,,
Colorectal Cancer,blood_in_stool,skin_rash,itchy_eyes,nipple_discharge,changes_in_bowel_habits,frequent_urination,bloating,arm_pain,fatigue,nausea,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,abdominal_cramps,night_sweats,photophobia,fatigue,itchy_eyes,mood_swings,dysphagia,abdominal_pain,heartburn,anal_pain,blood_in_stool,balance_loss,,,,
Colorectal Cancer,nodal_eruptions,stiffness,changes_in_urination,vomiting_blood,changes_in_bowel_habits,numbness,weight_loss,iron_deficiency_anemia,weakness,pelvic_pain,skin_dimpling,mood_swings,crusting,abdominal_pain,oiliness,fatigue,blood_in_stool
Colorectal Cancer,heartburn,fatigue,changes_in_bowel_habits,changes_in_urination,difficulty_speaking,indigestion,swollen_lymph_nodes,blood_in_semen,vomiting_blood,breast_lump,skin_dimpling,acid_reflux,bloating_after_meals,swelling,blood_in_stool,weight_loss,
Colorectal Cancer,seizures,changes_in_bowel_habits,fatigue,blood_in_stool,abdominal_pain,,,,,,,,,,,,
Colorectal Cancer,coughing_blood,blood_in_stool,scarring,pelvic_pain,erectile_dysfunction,changes_in_bowel_habits,skin_rash,,,,,,,,,,
Colorectal Cancer,chills,weight_loss,changes_in_bowel_habits,skin_rash,itching,frequent_respiratory_infections,cold_intolerance,cloudy_urine,scarring,polydipsia,iron_deficiency_anemia,blood_in_stool,sneezing,,,,
Colorectal Cancer,jaundice,burning_urination,blood_in_stool,leg_pain,disorientation,seizures,chest_pain,changes_in_bowel_habits,bloating,high_blood_pressure,abdominal_pain,indigestion,nausea,weight_loss,bloating_after_meals,chills,
Colorectal Cancer,chills,changes_in_bowel_habits,itching,creaking_joints,fatigue,abdominal_pain,sore_throat,early_satiety,muscle_pain,vomiting,blood_in_stool,,,,,,
Colorectal Cancer,vertigo,changes_in_bowel_habits,coughing_blood,blurred_vision,pelvic_pain,scaling,nail_pitting,dysphagia,frequent_respiratory_infections,weight_loss,sore_throat,phonophobia,blisters,constipation,,,
Colorectal Cancer,weight_loss,coughing_blood,changes_in_bowel_habits,cloudy_urine,weight_gain,nasal_congestion,polydipsia,fatigue,skin_rash,vomiting_blood,sneezing,visible_veins,reduced_mobility,abdominal_pain,visual_aura,iron_deficiency_anemia,difficulty_speaking
Colorectal Cancer,coughing_blood,shortness_of_breath,abdominal_pain,fatigue,blood_in_stool,acid_reflux,breathlessness,oiliness,yellow_skin,weight_loss,nipple_discharge,polydipsia,early_satiety,abdominal_cramps,iron_deficiency_anemia,weight_gain,hoarseness
Colorectal Cancer,changes_in_bowel_habits,blood_in_stool,abdominal_pain,fatigue,,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,blood_in_stool,fatigue,weight_loss,abdominal_pain,iron_deficiency_anemia,blood_in_semen,,,,,,,,,,
Colorectal Cancer,blurred_vision,abdominal_pain,bloating,scaling,itchy_eyes,swelling_in_legs,blood_in_stool,scarring,weight_gain,oiliness,fatigue,weakness,iron_deficiency_anemia,,,,
Colorectal Cancer,dry_skin,iron_deficiency_anemia,abdominal_pain,nasal_congestion,swollen_lymph_nodes,fatigue,,,,,,,,,,,
Colorectal Cancer,iron_deficiency_anemia,abdominal_pain,fatigue,,,,,,,,,,,,,,
Colorectal Cancer,blackheads,skin_rash,skin_dimpling,chronic_cough,weight_loss,changes_in_bowel_habits,weight_gain,blood_in_stool,fatigue,,,,,,,,
Colorectal Cancer,abdominal_pain,pimples,reduced_mobility,changes_in_bowel_habits,disorientation,indigestion,persistent_cough,fatigue,burning_urination,night_sweats,weight_loss,vesicles,breathlessness,,,,
Colorectal Cancer,changes_in_bowel_habits,iron_deficiency_anemia,blood_in_stool,weight_loss,abdominal_pain,,,,,,,,,,,,
Colorectal Cancer,abdominal_pain,nausea,fatigue,nail_pitting,iron_deficiency_anemia,weight_loss,heartburn,,,,,,,,,,
Colorectal Cancer,blood_in_stool,changes_in_bowel_habits,fatigue,weight_loss,blackheads,,,,,,,,,,,,
Colorectal Cancer,weight_loss,diarrhea,polyuria,numbness,abdominal_pain,blood_in_stool,fatigue,frequent_respiratory_infections,muscle_pain,changes_in_bowel_habits,,,,,,,
Colorectal Cancer,scarring,weight_loss,stiffness,cold_intolerance,iron_deficiency_anemia,fatigue,abdominal_pain,breathlessness,bloating_after_meals,blood_in_stool,changes_in_bowel_habits,dry_skin,coughing_blood,erectile_dysfunction,,,
Colorectal Cancer,confusion,difficulty_speaking,changes_in_urination,creaking_joints,arm_pain,phonophobia,iron_deficiency_anemia,weight_loss,abdominal_pain,burning_urination,changes_in_bowel_habits,photophobia,sweating,fatigue,,,
Colorectal Cancer,blood_in_stool,swelling,iron_deficiency_anemia,changes_in_bowel_habits,,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,weight_loss,iron_deficiency_anemia,abdominal_pain,,,,,,,,,,,,,
Colorectal Cancer,iron_deficiency_anemia,vertigo,itchy_eyes,neck_pain,indigestion,abdominal_cramps,runny_nose,weakness,fatigue,abdominal_pain,scarring,blood_in_stool,visible_veins,arm_pain,swelling_in_legs,weight_gain,
Colorectal Cancer,persistent_cough,swollen_lymph_nodes,polyuria,abdominal_pain,heart_palpitations,hunger,blood_in_semen,cramps,frequent_respiratory_infections,cough,changes_in_bowel_habits,sore_throat,fatigue,disorientation,nail_pitting,black_stools,
Colorectal Cancer,sneezing,vesicles,runny_nose,nausea,skin_rash,blood_in_stool,creaking_joints,frequent_respiratory_infections,fever,iron_deficiency_anemia,numbness,weight_loss,cough,bloating_after_meals,,,
Colorectal Cancer,breast_lump,blood_in_stool,leg_pain,photophobia,dizziness,fatigue,itching,changes_in_bowel_habits,stiffness,,,,,,,,
Colorectal Cancer,fatigue,weight_loss,abdominal_pain,iron_deficiency_anemia,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,cold_intolerance,swollen_lymph_nodes,changes_in_bowel_habits,abdominal_pain,crusting,,,,,,,,,,,,
Colorectal Cancer,blood_in_stool,fatigue,breathlessness,vomiting,crusting,early_satiety,abdominal_pain,itching,weight_loss,changes_in_bowel_habits,dry_skin,seizures,,,,,
Colorectal Cancer,indigestion,heartburn,yellow_skin,joint_pain,abdominal_cramps,difficulty_speaking,creaking_joints,changes_in_bowel_habits,,,,,,,,,
Colorectal Cancer,blisters,blood_in_stool,changes_in_bowel_habits,fatigue,iron_deficiency_anemia,weight_loss,abdominal_pain,,,,,,,,,,
Colorectal Cancer,breathlessness,iron_deficiency_anemia,changes_in_bowel_habits,bleeding,weight_loss,dehydration,dark_urine,blood_in_stool,blackheads,reduced_mobility,nodal_eruptions,creaking_joints,fatigue,,,,
Colorectal Cancer,fatigue,blood_in_stool,changes_in_bowel_habits,muscle_pain,nipple_discharge,weight_loss,abdominal_pain,photophobia,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,weight_loss,iron_deficiency_anemia,vomiting_blood,abdominal_pain,,,,,,,,,,,,
Colorectal Cancer,abdominal_pain,leg_pain,photophobia,sneezing,weight_loss,iron_deficiency_anemia,nodal_eruptions,changes_in_bowel_habits,sore_throat,arm_pain,,,,,,,
Colorectal Cancer,weight_loss,abdominal_pain,bone_pain,blood_in_stool,,,,,,,,,,,,,
Colorectal Cancer,abdominal_pain,blood_in_stool,weight_loss,,,,,,,,,,,,,,
Colorectal Cancer,night_sweats,iron_deficiency_anemia,weight_loss,black_stools,skin_dimpling,blisters,,,,,,,,,,,
Colorectal Cancer,weight_loss,creaking_joints,bleeding,polyuria,wheezing,oiliness,blood_in_stool,disorientation,heart_palpitations,indigestion,changes_in_bowel_habits,iron_deficiency_anemia,fatigue,weight_gain,,,
Colorectal Cancer,changes_in_bowel_habits,muscle_pain,abdominal_pain,nail_pitting,skin_rash,blurred_vision,fatigue,weakness,weight_loss,blood_in_stool,cough,polydipsia,disorientation,hoarseness,bleeding,,
Colorectal Cancer,coughing_blood,fatigue,early_satiety,blood_in_stool,iron_deficiency_anemia,joint_pain,night_sweats,nail_pitting,vomiting_blood,scarring,,,,,,,
Colorectal Cancer,blood_in_stool,cough,swollen_lymph_nodes,changes_in_bowel_habits,runny_nose,abdominal_pain,,,,,,,,,,,
Colorectal Cancer,heart_palpitations,arm_pain,anal_pain,itchy_eyes,blood_in_stool,fatigue,indigestion,iron_deficiency_anemia,chronic_cough,abdominal_pain,changes_in_bowel_habits,,,,,,
Colorectal Cancer,weight_loss,iron_deficiency_anemia,abdominal_pain,,,,,,,,,,,,,,
Colorectal Cancer,seizures,fatigue,phonophobia,hives,itchy_eyes,blood_in_stool,high_blood_pressure,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,blood_in_stool,stiffness,cough,cloudy_urine,skin_dimpling,iron_deficiency_anemia,,,,,,,,,,
Colorectal Cancer,black_stools,high_blood_pressure,abdominal_cramps,stiffness,vomiting_blood,breast_pain,diarrhea,palpitations,night_sweats,blood_in_stool,dysphagia,sore_throat,dark_urine,bloating_after_meals,weight_loss,cough,hives
Colorectal Cancer,acid_reflux,photophobia,changes_in_bowel_habits,loss_of_appetite,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,burning_urination,heart_palpitations,crusting,hoarseness,changes_in_bowel_habits,runny_nose,blood_in_stool,urinary_difficulty,abdominal_pain,weight_loss,loss_of_appetite,fatigue,difficulty_speaking,,,,
Colorectal Cancer,changes_in_bowel_habits,anal_pain,nausea,wheezing,abdominal_pain,erectile_dysfunction,blood_in_stool,sneezing,fatigue,weight_loss,burning_urination,scaling,coughing_blood,,,,
Colorectal Cancer,nasal_congestion,vesicles,dark_urine,changes_in_bowel_habits,mood_swings,stiffness,blood_in_stool,fatigue,bone_pain,iron_deficiency_anemia,weight_loss,,,,,,
Colorectal Cancer,iron_deficiency_anemia,fatigue,numbness,breathlessness,blood_in_stool,night_sweats,hoarseness,weight_loss,,,,,,,,,
Colorectal Cancer,fatigue,abdominal_pain,weight_loss,jaundice,changes_in_bowel_habits,blood_in_stool,iron_deficiency_anemia,,,,,,,,,,
Colorectal Cancer,abdominal_cramps,jaundice,vesicles,sneezing,abdominal_pain,shortness_of_breath,swollen_lymph_nodes,iron_deficiency_anemia,oiliness,breast_lump,vomiting,tremors,frequent_urination,blurred_vision,blood_in_stool,photophobia,
Colorectal Cancer,skin_dimpling,vomiting,frequent_urination,fatigue,hunger,neck_pain,seizures,nodal_eruptions,cramps,abdominal_pain,changes_in_bowel_habits,oiliness,headache,,,,
Colorectal Cancer,dischromic_patches,blood_in_stool,blurred_vision,abdominal_pain,memory_loss,changes_in_bowel_habits,heart_palpitations,diarrhea,joint_pain,weight_loss,erectile_dysfunction,chills,swelling_in_legs,,,,
Colorectal Cancer,anal_pain,tremors,heartburn,loss_of_appetite,breast_lump,creaking_joints,confusion,abdominal_pain,pelvic_pain,vertigo,early_satiety,weight_loss,arm_pain,persistent_cough,changes_in_bowel_habits,blood_in_stool,visual_aura
Colorectal Cancer,nodal_eruptions,weight_loss,heartburn,fatigue,nasal_congestion,skin_rash,visible_veins,cramps,hunger,breast_pain,changes_in_bowel_habits,bloating_after_meals,iron_deficiency_anemia,memory_loss,vertigo,constipation,
Colorectal Cancer,burning_urination,visual_aura,dischromic_patches,blood_in_stool,changes_in_bowel_habits,swelling,coughing_blood,balance_loss,iron_deficiency_anemia,photophobia,black_stools,fatigue,,,,,
Colorectal Cancer,anal_pain,abdominal_pain,changes_in_bowel_habits,fatigue,heart_palpitations,bloating,blood_in_stool,weight_loss,shortness_of_breath,bone_pain,iron_deficiency_anemia,,,,,,
Colorectal Cancer,jaundice,polydipsia,disorientation,nipple_discharge,blood_in_stool,memory_loss,changes_in_bowel_habits,abdominal_pain,swollen_lymph_nodes,stiffness,iron_deficiency_anemia,photophobia,pelvic_pain,polyuria,dry_skin,weight_loss,frequent_respiratory_infections
Colorectal Cancer,bleeding,nodal_eruptions,changes_in_bowel_habits,abdominal_pain,fatigue,blood_in_stool,nasal_congestion,,,,,,,,,,
Colorectal Cancer,blood_in_stool,numbness,abdominal_pain,changes_in_bowel_habits,,,,,,,,,,,,,
Colorectal Cancer,swollen_lymph_nodes,changes_in_bowel_habits,blood_in_stool,abdominal_pain,sore_throat,,,,,,,,,,,,
Colorectal Cancer,weight_loss,fatigue,iron_deficiency_anemia,sore_throat,abdominal_pain,loss_of_appetite,high_blood_pressure,nasal_congestion,joint_pain,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,blood_in_stool,abdominal_pain,weakness,blood_in_semen,fatigue,,,,,,,,,,,
Colorectal Cancer,fatigue,memory_loss,headache,abdominal_pain,mood_swings,nipple_inversion,bloating,changes_in_bowel_habits,blood_in_semen,diarrhea,skin_dimpling,blood_in_stool,,,,,
Colorectal Cancer,fatigue,visible_veins,abdominal_pain,,,,,,,,,,,,,,
Colorectal Cancer,iron_deficiency_anemia,weight_loss,abdominal_pain,changes_in_bowel_habits,,,,,,,,,,,,,
Colorectal Cancer,fatigue,iron_deficiency_anemia,abdominal_pain,blood_in_stool,changes_in_bowel_habits,weight_loss,,,,,,,,,,,
Colorectal Cancer,blurred_vision,changes_in_bowel_habits,headache,oiliness,fatigue,chills,swelling,blood_in_stool,sore_throat,bloating,abdominal_pain,pimples,hunger,itching,breathlessness,,
Colorectal Cancer,blood_in_stool,hunger,cough,cloudy_urine,swelling_in_legs,neck_pain,weight_loss,loss_of_appetite,abdominal_cramps,anal_pain,changes_in_bowel_habits,nasal_congestion,blisters,,,,
Colorectal Cancer,reduced_mobility,fatigue,blood_in_stool,changes_in_bowel_habits,polydipsia,,,,,,,,,,,,
Colorectal Cancer,cloudy_urine,cough,numbness,swelling_in_legs,fatigue,abdominal_pain,nausea,blood_in_stool,blurred_vision,crusting,changes_in_bowel_habits,disorientation,creaking_joints,sweating,hoarseness,blood_in_semen,
Colorectal Cancer,dehydration,changes_in_bowel_habits,iron_deficiency_anemia,abdominal_pain,pimples,blood_in_stool,polyuria,dischromic_patches,nail_pitting,chest_tightness,,,,,,,
Colorectal Cancer,confusion,photophobia,breathlessness,dischromic_patches,seizures,swollen_lymph_nodes,fatigue,blood_in_stool,mood_swings,changes_in_bowel_habits,persistent_cough,heart_palpitations,memory_loss,cloudy_urine,high_blood_pressure,,
Colorectal Cancer,fever,disorientation,fatigue,iron_deficiency_anemia,scarring,itchy_eyes,chest_pain,tremors,stiffness,blood_in_stool,sweating,hunger,blackheads,weight_loss,changes_in_bowel_habits,memory_loss,vertigo
Colorectal Cancer,swollen_lymph_nodes,scarring,sore_throat,dizziness,abdominal_pain,changes_in_bowel_habits,chest_pain,chest_tightness,tremors,hoarseness,swelling_in_legs,vomiting_blood,fever,blood_in_stool,,,
Colorectal Cancer,blood_in_stool,abdominal_pain,fatigue,iron_deficiency_anemia,,,,,,,,,,,,,
Colorectal Cancer,hives,anal_pain,abdominal_pain,dizziness,dehydration,phonophobia,blood_in_stool,fatigue,iron_deficiency_anemia,changes_in_bowel_habits,weight_loss,,,,,,
Colorectal Cancer,cramps,vertigo,stiffness,changes_in_bowel_habits,weight_loss,,,,,,,,,,,,
Colorectal Cancer,vomiting,pimples,skin_dimpling,cramps,weight_loss,swollen_lymph_nodes,changes_in_bowel_habits,balance_loss,chronic_cough,oiliness,black_stools,acid_reflux,night_sweats,loss_of_appetite,vesicles,sneezing,
Colorectal Cancer,blood_in_stool,iron_deficiency_anemia,weight_loss,fatigue,pimples,abdominal_pain,changes_in_bowel_habits,,,,,,,,,,
Colorectal Cancer,weight_loss,changes_in_bowel_habits,abdominal_pain,fatigue,,,,,,,,,,,,,
Colorectal Cancer,fatigue,changes_in_bowel_habits,iron_deficiency_anemia,weight_loss,,,,,,,,,,,,,
Colorectal Cancer,nausea,cough,blisters,blood_in_stool,changes_in_bowel_habits,iron_deficiency_anemia,black_stools,seizures,itchy_eyes,hoarseness,heart_palpitations,constipation,vomiting,pimples,nail_pitting,weight_loss,dry_skin
Colorectal Cancer,changes_in_bowel_habits,blood_in_stool,weight_loss,vertigo,,,,,,,,,,,,,
